Number of Stops,Stops,Wheat Delivered (kg)
4,"4,16,33,60",28
4,"4,16,34,60",28
4,"4,16,35,60",28
4,"4,18,33,63",28
4,"4,18,34,63",28
4,"4,18,35,63",28
4,"4,18,36,63",28
4,"4,18,37,63",28
4,"4,20,37,66",28
4,"4,20,38,66",28
4,"4,20,39,66",28
4,"4,21,39,65",28
4,"4,27,59,92",28
4,"4,27,59,93",28
4,"4,27,59,94",28
4,"4,27,59,95",28
4,"4,27,59,96",28
4,"4,27,59,97",28
4,"4,27,59,98",28
4,"4,27,59,99",28
4,"4,28,58,89",28
4,"4,28,58,90",28
4,"4,28,58,91",28
4,"4,28,58,92",28
4,"4,28,58,93",28
4,"4,28,58,94",28
4,"4,28,58,95",28
4,"4,28,58,96",28
4,"4,28,58,97",28
4,"4,28,58,98",28
4,"4,28,58,99",28
4,"4,29,57,86",28
4,"4,29,57,87",28
4,"4,29,57,88",28
4,"4,29,57,89",28
4,"4,29,57,90",28
4,"4,29,57,91",28
4,"4,29,57,92",28
4,"4,29,57,93",28
4,"4,29,57,94",28
4,"4,29,57,95",28
4,"4,29,57,96",28
4,"4,29,57,97",28
4,"4,29,57,98",28
4,"4,29,57,99",28
4,"5,11,27,59",28
4,"5,11,28,58",28
4,"5,11,29,57",28
4,"5,11,30,56",28
4,"5,11,31,55",28
4,"5,11,43,76",28
4,"5,11,43,77",28
4,"5,11,43,78",28
4,"5,11,43,79",28
4,"5,11,43,80",28
4,"5,11,43,81",28
4,"5,11,43,82",28
4,"5,11,43,83",28
4,"5,11,43,84",28
4,"5,11,43,85",28
4,"5,11,43,86",28
4,"5,11,43,87",28
4,"5,11,43,88",28
4,"5,11,43,89",28
4,"5,11,43,90",28
4,"5,11,43,91",28
4,"5,11,43,92",28
4,"5,11,43,93",28
4,"5,11,43,94",28
4,"5,11,43,95",28
4,"5,11,43,96",28
4,"5,11,43,97",28
4,"5,11,43,98",28
4,"5,11,43,99",28
4,"5,12,27,59",28
4,"5,12,28,58",28
4,"5,12,29,57",28
4,"5,12,30,56",28
4,"5,12,31,55",28
4,"5,12,43,75",28
4,"5,12,43,76",28
4,"5,12,43,77",28
4,"5,12,43,78",28
4,"5,12,43,79",28
4,"5,12,43,80",28
4,"5,12,43,81",28
4,"5,12,43,82",28
4,"5,12,43,83",28
4,"5,12,43,84",28
4,"5,12,43,85",28
4,"5,12,43,86",28
4,"5,12,43,87",28
4,"5,12,43,88",28
4,"5,12,43,89",28
4,"5,12,43,90",28
4,"5,12,43,91",28
4,"5,12,43,92",28
4,"5,12,43,93",28
4,"5,12,43,94",28
4,"5,12,43,95",28
4,"5,12,43,96",28
4,"5,12,43,97",28
4,"5,12,43,98",28
4,"5,12,43,99",28
4,"5,13,27,59",28
4,"5,13,28,58",28
4,"5,13,29,57",28
4,"5,13,30,56",28
4,"5,13,31,55",28
4,"5,13,32,54",28
4,"5,13,43,74",28
4,"5,13,43,75",28
4,"5,13,43,76",28
4,"5,13,43,77",28
4,"5,13,43,78",28
4,"5,13,43,79",28
4,"5,13,43,80",28
4,"5,13,43,81",28
4,"5,13,43,82",28
4,"5,13,43,83",28
4,"5,13,43,84",28
4,"5,13,43,85",28
4,"5,13,43,86",28
4,"5,13,43,87",28
4,"5,13,43,88",28
4,"5,13,43,89",28
4,"5,13,43,90",28
4,"5,13,43,91",28
4,"5,13,43,92",28
4,"5,13,43,93",28
4,"5,13,43,94",28
4,"5,13,43,95",28
4,"5,13,43,96",28
4,"5,13,43,97",28
4,"5,13,43,98",28
4,"5,13,43,99",28
4,"5,14,27,59",28
4,"5,14,28,58",28
4,"5,14,29,57",28
4,"5,14,30,56",28
4,"5,14,31,55",28
4,"5,14,32,54",28
4,"5,14,43,73",28
4,"5,14,43,74",28
4,"5,14,43,75",28
4,"5,14,43,76",28
4,"5,14,43,77",28
4,"5,14,43,78",28
4,"5,14,43,79",28
4,"5,14,43,80",28
4,"5,14,43,81",28
4,"5,14,43,82",28
4,"5,14,43,83",28
4,"5,14,43,84",28
4,"5,14,43,85",28
4,"5,14,43,86",28
4,"5,14,43,87",28
4,"5,14,43,88",28
4,"5,14,43,89",28
4,"5,14,43,90",28
4,"5,14,43,91",28
4,"5,14,43,92",28
4,"5,14,43,93",28
4,"5,14,43,94",28
4,"5,14,43,95",28
4,"5,14,43,96",28
4,"5,14,43,97",28
4,"5,14,43,98",28
4,"5,14,43,99",28
4,"5,15,27,59",28
4,"5,15,28,58",28
4,"5,15,29,57",28
4,"5,15,30,56",28
4,"5,15,31,55",28
4,"5,15,32,54",28
4,"5,15,43,72",28
4,"5,15,43,73",28
4,"5,15,43,74",28
4,"5,15,43,75",28
4,"5,15,43,76",28
4,"5,15,43,77",28
4,"5,15,43,78",28
4,"5,15,43,79",28
4,"5,15,43,80",28
4,"5,15,43,81",28
4,"5,15,43,82",28
4,"5,15,43,83",28
4,"5,15,43,84",28
4,"5,15,43,85",28
4,"5,15,43,86",28
4,"5,15,43,87",28
4,"5,15,43,88",28
4,"5,15,43,89",28
4,"5,15,43,90",28
4,"5,15,43,91",28
4,"5,15,43,92",28
4,"5,15,43,93",28
4,"5,15,43,94",28
4,"5,15,43,95",28
4,"5,15,43,96",28
4,"5,15,43,97",28
4,"5,15,43,98",28
4,"5,15,43,99",28
4,"5,16,28,60",28
4,"5,16,29,60",28
4,"5,16,30,60",28
4,"5,16,31,60",28
4,"5,16,32,60",28
4,"5,16,33,60",28
4,"5,16,34,60",28
4,"5,16,35,60",28
4,"5,18,32,63",28
4,"5,18,33,63",28
4,"5,18,34,63",28
4,"5,18,35,63",28
4,"5,18,36,63",28
4,"5,18,37,63",28
4,"5,20,36,66",28
4,"5,20,37,66",28
4,"5,20,38,66",28
4,"5,20,39,66",28
4,"5,21,38,65",28
4,"5,21,39,65",28
4,"5,27,59,92",28
4,"5,27,59,93",28
4,"5,27,59,94",28
4,"5,27,59,95",28
4,"5,27,59,96",28
4,"5,27,59,97",28
4,"5,27,59,98",28
4,"5,27,59,99",28
4,"5,28,58,89",28
4,"5,28,58,90",28
4,"5,28,58,91",28
4,"5,28,58,92",28
4,"5,28,58,93",28
4,"5,28,58,94",28
4,"5,28,58,95",28
4,"5,28,58,96",28
4,"5,28,58,97",28
4,"5,28,58,98",28
4,"5,28,58,99",28
4,"5,29,57,86",28
4,"5,29,57,87",28
4,"5,29,57,88",28
4,"5,29,57,89",28
4,"5,29,57,90",28
4,"5,29,57,91",28
4,"5,29,57,92",28
4,"5,29,57,93",28
4,"5,29,57,94",28
4,"5,29,57,95",28
4,"5,29,57,96",28
4,"5,29,57,97",28
4,"5,29,57,98",28
4,"5,29,57,99",28
4,"6,13,27,59",28
4,"6,13,28,58",28
4,"6,13,29,57",28
4,"6,13,30,56",28
4,"6,13,31,55",28
4,"6,13,32,54",28
4,"6,13,43,74",28
4,"6,13,43,75",28
4,"6,13,43,76",28
4,"6,13,43,77",28
4,"6,13,43,78",28
4,"6,13,43,79",28
4,"6,13,43,80",28
4,"6,13,43,81",28
4,"6,13,43,82",28
4,"6,13,43,83",28
4,"6,13,43,84",28
4,"6,13,43,85",28
4,"6,13,43,86",28
4,"6,13,43,87",28
4,"6,13,43,88",28
4,"6,13,43,89",28
4,"6,13,43,90",28
4,"6,13,43,91",28
4,"6,13,43,92",28
4,"6,13,43,93",28
4,"6,13,43,94",28
4,"6,13,43,95",28
4,"6,13,43,96",28
4,"6,13,43,97",28
4,"6,13,43,98",28
4,"6,13,43,99",28
4,"6,14,27,59",28
4,"6,14,28,58",28
4,"6,14,29,57",28
4,"6,14,30,56",28
4,"6,14,31,55",28
4,"6,14,32,54",28
4,"6,14,43,73",28
4,"6,14,43,74",28
4,"6,14,43,75",28
4,"6,14,43,76",28
4,"6,14,43,77",28
4,"6,14,43,78",28
4,"6,14,43,79",28
4,"6,14,43,80",28
4,"6,14,43,81",28
4,"6,14,43,82",28
4,"6,14,43,83",28
4,"6,14,43,84",28
4,"6,14,43,85",28
4,"6,14,43,86",28
4,"6,14,43,87",28
4,"6,14,43,88",28
4,"6,14,43,89",28
4,"6,14,43,90",28
4,"6,14,43,91",28
4,"6,14,43,92",28
4,"6,14,43,93",28
4,"6,14,43,94",28
4,"6,14,43,95",28
4,"6,14,43,96",28
4,"6,14,43,97",28
4,"6,14,43,98",28
4,"6,14,43,99",28
4,"6,15,27,59",28
4,"6,15,28,58",28
4,"6,15,29,57",28
4,"6,15,30,56",28
4,"6,15,31,55",28
4,"6,15,32,54",28
4,"6,15,43,72",28
4,"6,15,43,73",28
4,"6,15,43,74",28
4,"6,15,43,75",28
4,"6,15,43,76",28
4,"6,15,43,77",28
4,"6,15,43,78",28
4,"6,15,43,79",28
4,"6,15,43,80",28
4,"6,15,43,81",28
4,"6,15,43,82",28
4,"6,15,43,83",28
4,"6,15,43,84",28
4,"6,15,43,85",28
4,"6,15,43,86",28
4,"6,15,43,87",28
4,"6,15,43,88",28
4,"6,15,43,89",28
4,"6,15,43,90",28
4,"6,15,43,91",28
4,"6,15,43,92",28
4,"6,15,43,93",28
4,"6,15,43,94",28
4,"6,15,43,95",28
4,"6,15,43,96",28
4,"6,15,43,97",28
4,"6,15,43,98",28
4,"6,15,43,99",28
4,"6,16,27,60",28
4,"6,16,28,60",28
4,"6,16,29,60",28
4,"6,16,30,60",28
4,"6,16,31,60",28
4,"6,16,32,60",28
4,"6,16,33,60",28
4,"6,16,34,60",28
4,"6,16,35,60",28
4,"6,18,31,63",28
4,"6,18,32,63",28
4,"6,18,33,63",28
4,"6,18,34,63",28
4,"6,18,35,63",28
4,"6,18,36,63",28
4,"6,18,37,63",28
4,"6,20,36,66",28
4,"6,20,37,66",28
4,"6,20,38,66",28
4,"6,20,39,66",28
4,"6,21,37,65",28
4,"6,21,38,65",28
4,"6,21,39,65",28
4,"6,22,39,64",28
4,"6,27,59,92",28
4,"6,27,59,93",28
4,"6,27,59,94",28
4,"6,27,59,95",28
4,"6,27,59,96",28
4,"6,27,59,97",28
4,"6,27,59,98",28
4,"6,27,59,99",28
4,"6,28,58,89",28
4,"6,28,58,90",28
4,"6,28,58,91",28
4,"6,28,58,92",28
4,"6,28,58,93",28
4,"6,28,58,94",28
4,"6,28,58,95",28
4,"6,28,58,96",28
4,"6,28,58,97",28
4,"6,28,58,98",28
4,"6,28,58,99",28
4,"6,29,57,86",28
4,"6,29,57,87",28
4,"6,29,57,88",28
4,"6,29,57,89",28
4,"6,29,57,90",28
4,"6,29,57,91",28
4,"6,29,57,92",28
4,"6,29,57,93",28
4,"6,29,57,94",28
4,"6,29,57,95",28
4,"6,29,57,96",28
4,"6,29,57,97",28
4,"6,29,57,98",28
4,"6,29,57,99",28
4,"6,30,56,83",28
4,"6,30,56,84",28
4,"6,30,56,85",28
4,"6,30,56,86",28
4,"6,30,56,87",28
4,"6,30,56,88",28
4,"6,30,56,89",28
4,"6,30,56,90",28
4,"6,30,56,91",28
4,"6,30,56,92",28
4,"6,30,56,93",28
4,"6,30,56,94",28
4,"6,30,56,95",28
4,"6,30,56,96",28
4,"6,30,56,97",28
4,"6,30,56,98",28
4,"6,30,56,99",28
4,"7,15,27,59",28
4,"7,15,28,58",28
4,"7,15,29,57",28
4,"7,15,30,56",28
4,"7,15,31,55",28
4,"7,15,32,54",28
4,"7,15,43,72",28
4,"7,15,43,73",28
4,"7,15,43,74",28
4,"7,15,43,75",28
4,"7,15,43,76",28
4,"7,15,43,77",28
4,"7,15,43,78",28
4,"7,15,43,79",28
4,"7,15,43,80",28
4,"7,15,43,81",28
4,"7,15,43,82",28
4,"7,15,43,83",28
4,"7,15,43,84",28
4,"7,15,43,85",28
4,"7,15,43,86",28
4,"7,15,43,87",28
4,"7,15,43,88",28
4,"7,15,43,89",28
4,"7,15,43,90",28
4,"7,15,43,91",28
4,"7,15,43,92",28
4,"7,15,43,93",28
4,"7,15,43,94",28
4,"7,15,43,95",28
4,"7,15,43,96",28
4,"7,15,43,97",28
4,"7,15,43,98",28
4,"7,15,43,99",28
4,"7,16,27,59",28
4,"7,16,28,58",28
4,"7,16,29,57",28
4,"7,16,30,56",28
4,"7,16,31,55",28
4,"7,16,32,54",28
4,"7,16,33,53",28
4,"7,16,43,71",28
4,"7,16,43,72",28
4,"7,16,43,73",28
4,"7,16,43,74",28
4,"7,16,43,75",28
4,"7,16,43,76",28
4,"7,16,43,77",28
4,"7,16,43,78",28
4,"7,16,43,79",28
4,"7,16,43,80",28
4,"7,16,43,81",28
4,"7,16,43,82",28
4,"7,16,43,83",28
4,"7,16,43,84",28
4,"7,16,43,85",28
4,"7,16,43,86",28
4,"7,16,43,87",28
4,"7,16,43,88",28
4,"7,16,43,89",28
4,"7,16,43,90",28
4,"7,16,43,91",28
4,"7,16,43,92",28
4,"7,16,43,93",28
4,"7,16,43,94",28
4,"7,16,43,95",28
4,"7,16,43,96",28
4,"7,16,43,97",28
4,"7,16,43,98",28
4,"7,16,43,99",28
4,"7,18,31,63",28
4,"7,18,32,63",28
4,"7,18,33,63",28
4,"7,18,34,63",28
4,"7,18,35,63",28
4,"7,18,36,63",28
4,"7,18,37,63",28
4,"7,20,36,66",28
4,"7,20,37,66",28
4,"7,20,38,66",28
4,"7,20,39,66",28
4,"7,21,36,65",28
4,"7,21,37,65",28
4,"7,21,38,65",28
4,"7,21,39,65",28
4,"7,22,38,64",28
4,"7,22,39,64",28
4,"7,27,59,92",28
4,"7,27,59,93",28
4,"7,27,59,94",28
4,"7,27,59,95",28
4,"7,27,59,96",28
4,"7,27,59,97",28
4,"7,27,59,98",28
4,"7,27,59,99",28
4,"7,28,58,89",28
4,"7,28,58,90",28
4,"7,28,58,91",28
4,"7,28,58,92",28
4,"7,28,58,93",28
4,"7,28,58,94",28
4,"7,28,58,95",28
4,"7,28,58,96",28
4,"7,28,58,97",28
4,"7,28,58,98",28
4,"7,28,58,99",28
4,"7,29,57,86",28
4,"7,29,57,87",28
4,"7,29,57,88",28
4,"7,29,57,89",28
4,"7,29,57,90",28
4,"7,29,57,91",28
4,"7,29,57,92",28
4,"7,29,57,93",28
4,"7,29,57,94",28
4,"7,29,57,95",28
4,"7,29,57,96",28
4,"7,29,57,97",28
4,"7,29,57,98",28
4,"7,29,57,99",28
4,"7,30,56,83",28
4,"7,30,56,84",28
4,"7,30,56,85",28
4,"7,30,56,86",28
4,"7,30,56,87",28
4,"7,30,56,88",28
4,"7,30,56,89",28
4,"7,30,56,90",28
4,"7,30,56,91",28
4,"7,30,56,92",28
4,"7,30,56,93",28
4,"7,30,56,94",28
4,"7,30,56,95",28
4,"7,30,56,96",28
4,"7,30,56,97",28
4,"7,30,56,98",28
4,"7,30,56,99",28
4,"8,18,31,63",28
4,"8,18,32,63",28
4,"8,18,33,63",28
4,"8,18,34,63",28
4,"8,18,35,63",28
4,"8,18,36,63",28
4,"8,18,37,63",28
4,"8,20,36,66",28
4,"8,20,37,66",28
4,"8,20,38,66",28
4,"8,20,39,66",28
4,"8,21,35,65",28
4,"8,21,36,65",28
4,"8,21,37,65",28
4,"8,21,38,65",28
4,"8,21,39,65",28
4,"8,22,37,64",28
4,"8,22,38,64",28
4,"8,22,39,64",28
4,"8,23,39,63",28
4,"8,27,59,92",28
4,"8,27,59,93",28
4,"8,27,59,94",28
4,"8,27,59,95",28
4,"8,27,59,96",28
4,"8,27,59,97",28
4,"8,27,59,98",28
4,"8,27,59,99",28
4,"8,28,58,89",28
4,"8,28,58,90",28
4,"8,28,58,91",28
4,"8,28,58,92",28
4,"8,28,58,93",28
4,"8,28,58,94",28
4,"8,28,58,95",28
4,"8,28,58,96",28
4,"8,28,58,97",28
4,"8,28,58,98",28
4,"8,28,58,99",28
4,"8,29,57,86",28
4,"8,29,57,87",28
4,"8,29,57,88",28
4,"8,29,57,89",28
4,"8,29,57,90",28
4,"8,29,57,91",28
4,"8,29,57,92",28
4,"8,29,57,93",28
4,"8,29,57,94",28
4,"8,29,57,95",28
4,"8,29,57,96",28
4,"8,29,57,97",28
4,"8,29,57,98",28
4,"8,29,57,99",28
4,"8,30,56,83",28
4,"8,30,56,84",28
4,"8,30,56,85",28
4,"8,30,56,86",28
4,"8,30,56,87",28
4,"8,30,56,88",28
4,"8,30,56,89",28
4,"8,30,56,90",28
4,"8,30,56,91",28
4,"8,30,56,92",28
4,"8,30,56,93",28
4,"8,30,56,94",28
4,"8,30,56,95",28
4,"8,30,56,96",28
4,"8,30,56,97",28
4,"8,30,56,98",28
4,"8,30,56,99",28
4,"9,20,36,66",28
4,"9,20,37,66",28
4,"9,20,38,66",28
4,"9,20,39,66",28
4,"9,21,34,65",28
4,"9,21,35,65",28
4,"9,21,36,65",28
4,"9,21,37,65",28
4,"9,21,38,65",28
4,"9,21,39,65",28
4,"9,22,36,64",28
4,"9,22,37,64",28
4,"9,22,38,64",28
4,"9,22,39,64",28
4,"9,23,38,63",28
4,"9,23,39,63",28
4,"9,27,59,92",28
4,"9,27,59,93",28
4,"9,27,59,94",28
4,"9,27,59,95",28
4,"9,27,59,96",28
4,"9,27,59,97",28
4,"9,27,59,98",28
4,"9,27,59,99",28
4,"9,28,58,89",28
4,"9,28,58,90",28
4,"9,28,58,91",28
4,"9,28,58,92",28
4,"9,28,58,93",28
4,"9,28,58,94",28
4,"9,28,58,95",28
4,"9,28,58,96",28
4,"9,28,58,97",28
4,"9,28,58,98",28
4,"9,28,58,99",28
4,"9,29,57,86",28
4,"9,29,57,87",28
4,"9,29,57,88",28
4,"9,29,57,89",28
4,"9,29,57,90",28
4,"9,29,57,91",28
4,"9,29,57,92",28
4,"9,29,57,93",28
4,"9,29,57,94",28
4,"9,29,57,95",28
4,"9,29,57,96",28
4,"9,29,57,97",28
4,"9,29,57,98",28
4,"9,29,57,99",28
4,"9,30,56,83",28
4,"9,30,56,84",28
4,"9,30,56,85",28
4,"9,30,56,86",28
4,"9,30,56,87",28
4,"9,30,56,88",28
4,"9,30,56,89",28
4,"9,30,56,90",28
4,"9,30,56,91",28
4,"9,30,56,92",28
4,"9,30,56,93",28
4,"9,30,56,94",28
4,"9,30,56,95",28
4,"9,30,56,96",28
4,"9,30,56,97",28
4,"9,30,56,98",28
4,"9,30,56,99",28
4,"9,31,55,80",28
4,"9,31,55,81",28
4,"9,31,55,82",28
4,"9,31,55,83",28
4,"9,31,55,84",28
4,"9,31,55,85",28
4,"9,31,55,86",28
4,"9,31,55,87",28
4,"9,31,55,88",28
4,"9,31,55,89",28
4,"9,31,55,90",28
4,"9,31,55,91",28
4,"9,31,55,92",28
4,"9,31,55,93",28
4,"9,31,55,94",28
4,"9,31,55,95",28
4,"9,31,55,96",28
4,"9,31,55,97",28
4,"9,31,55,98",28
4,"9,31,55,99",28
4,"10,21,34,65",28
4,"10,21,35,65",28
4,"10,21,36,65",28
4,"10,21,37,65",28
4,"10,21,38,65",28
4,"10,21,39,65",28
4,"10,22,35,64",28
4,"10,22,36,64",28
4,"10,22,37,64",28
4,"10,22,38,64",28
4,"10,22,39,64",28
4,"10,23,37,63",28
4,"10,23,38,63",28
4,"10,23,39,63",28
4,"10,24,39,62",28
4,"10,27,59,92",28
4,"10,27,59,93",28
4,"10,27,59,94",28
4,"10,27,59,95",28
4,"10,27,59,96",28
4,"10,27,59,97",28
4,"10,27,59,98",28
4,"10,27,59,99",28
4,"10,28,58,89",28
4,"10,28,58,90",28
4,"10,28,58,91",28
4,"10,28,58,92",28
4,"10,28,58,93",28
4,"10,28,58,94",28
4,"10,28,58,95",28
4,"10,28,58,96",28
4,"10,28,58,97",28
4,"10,28,58,98",28
4,"10,28,58,99",28
4,"10,29,57,86",28
4,"10,29,57,87",28
4,"10,29,57,88",28
4,"10,29,57,89",28
4,"10,29,57,90",28
4,"10,29,57,91",28
4,"10,29,57,92",28
4,"10,29,57,93",28
4,"10,29,57,94",28
4,"10,29,57,95",28
4,"10,29,57,96",28
4,"10,29,57,97",28
4,"10,29,57,98",28
4,"10,29,57,99",28
4,"10,30,56,83",28
4,"10,30,56,84",28
4,"10,30,56,85",28
4,"10,30,56,86",28
4,"10,30,56,87",28
4,"10,30,56,88",28
4,"10,30,56,89",28
4,"10,30,56,90",28
4,"10,30,56,91",28
4,"10,30,56,92",28
4,"10,30,56,93",28
4,"10,30,56,94",28
4,"10,30,56,95",28
4,"10,30,56,96",28
4,"10,30,56,97",28
4,"10,30,56,98",28
4,"10,30,56,99",28
4,"10,31,55,80",28
4,"10,31,55,81",28
4,"10,31,55,82",28
4,"10,31,55,83",28
4,"10,31,55,84",28
4,"10,31,55,85",28
4,"10,31,55,86",28
4,"10,31,55,87",28
4,"10,31,55,88",28
4,"10,31,55,89",28
4,"10,31,55,90",28
4,"10,31,55,91",28
4,"10,31,55,92",28
4,"10,31,55,93",28
4,"10,31,55,94",28
4,"10,31,55,95",28
4,"10,31,55,96",28
4,"10,31,55,97",28
4,"10,31,55,98",28
4,"10,31,55,99",28
4,"11,23,36,63",28
4,"11,23,37,63",28
4,"11,23,38,63",28
4,"11,23,39,63",28
4,"11,24,38,62",28
4,"11,24,39,62",28
4,"11,27,59,92",28
4,"11,27,59,93",28
4,"11,27,59,94",28
4,"11,27,59,95",28
4,"11,27,59,96",28
4,"11,27,59,97",28
4,"11,27,59,98",28
4,"11,27,59,99",28
4,"11,28,58,89",28
4,"11,28,58,90",28
4,"11,28,58,91",28
4,"11,28,58,92",28
4,"11,28,58,93",28
4,"11,28,58,94",28
4,"11,28,58,95",28
4,"11,28,58,96",28
4,"11,28,58,97",28
4,"11,28,58,98",28
4,"11,28,58,99",28
4,"11,29,57,86",28
4,"11,29,57,87",28
4,"11,29,57,88",28
4,"11,29,57,89",28
4,"11,29,57,90",28
4,"11,29,57,91",28
4,"11,29,57,92",28
4,"11,29,57,93",28
4,"11,29,57,94",28
4,"11,29,57,95",28
4,"11,29,57,96",28
4,"11,29,57,97",28
4,"11,29,57,98",28
4,"11,29,57,99",28
4,"11,30,56,83",28
4,"11,30,56,84",28
4,"11,30,56,85",28
4,"11,30,56,86",28
4,"11,30,56,87",28
4,"11,30,56,88",28
4,"11,30,56,89",28
4,"11,30,56,90",28
4,"11,30,56,91",28
4,"11,30,56,92",28
4,"11,30,56,93",28
4,"11,30,56,94",28
4,"11,30,56,95",28
4,"11,30,56,96",28
4,"11,30,56,97",28
4,"11,30,56,98",28
4,"11,30,56,99",28
4,"11,31,55,80",28
4,"11,31,55,81",28
4,"11,31,55,82",28
4,"11,31,55,83",28
4,"11,31,55,84",28
4,"11,31,55,85",28
4,"11,31,55,86",28
4,"11,31,55,87",28
4,"11,31,55,88",28
4,"11,31,55,89",28
4,"11,31,55,90",28
4,"11,31,55,91",28
4,"11,31,55,92",28
4,"11,31,55,93",28
4,"11,31,55,94",28
4,"11,31,55,95",28
4,"11,31,55,96",28
4,"11,31,55,97",28
4,"11,31,55,98",28
4,"11,31,55,99",28
4,"12,25,39,61",28
4,"12,27,59,92",28
4,"12,27,59,93",28
4,"12,27,59,94",28
4,"12,27,59,95",28
4,"12,27,59,96",28
4,"12,27,59,97",28
4,"12,27,59,98",28
4,"12,27,59,99",28
4,"12,28,58,89",28
4,"12,28,58,90",28
4,"12,28,58,91",28
4,"12,28,58,92",28
4,"12,28,58,93",28
4,"12,28,58,94",28
4,"12,28,58,95",28
4,"12,28,58,96",28
4,"12,28,58,97",28
4,"12,28,58,98",28
4,"12,28,58,99",28
4,"12,29,57,86",28
4,"12,29,57,87",28
4,"12,29,57,88",28
4,"12,29,57,89",28
4,"12,29,57,90",28
4,"12,29,57,91",28
4,"12,29,57,92",28
4,"12,29,57,93",28
4,"12,29,57,94",28
4,"12,29,57,95",28
4,"12,29,57,96",28
4,"12,29,57,97",28
4,"12,29,57,98",28
4,"12,29,57,99",28
4,"12,30,56,83",28
4,"12,30,56,84",28
4,"12,30,56,85",28
4,"12,30,56,86",28
4,"12,30,56,87",28
4,"12,30,56,88",28
4,"12,30,56,89",28
4,"12,30,56,90",28
4,"12,30,56,91",28
4,"12,30,56,92",28
4,"12,30,56,93",28
4,"12,30,56,94",28
4,"12,30,56,95",28
4,"12,30,56,96",28
4,"12,30,56,97",28
4,"12,30,56,98",28
4,"12,30,56,99",28
4,"12,31,55,80",28
4,"12,31,55,81",28
4,"12,31,55,82",28
4,"12,31,55,83",28
4,"12,31,55,84",28
4,"12,31,55,85",28
4,"12,31,55,86",28
4,"12,31,55,87",28
4,"12,31,55,88",28
4,"12,31,55,89",28
4,"12,31,55,90",28
4,"12,31,55,91",28
4,"12,31,55,92",28
4,"12,31,55,93",28
4,"12,31,55,94",28
4,"12,31,55,95",28
4,"12,31,55,96",28
4,"12,31,55,97",28
4,"12,31,55,98",28
4,"12,31,55,99",28
4,"13,27,59,92",28
4,"13,27,59,93",28
4,"13,27,59,94",28
4,"13,27,59,95",28
4,"13,27,59,96",28
4,"13,27,59,97",28
4,"13,27,59,98",28
4,"13,27,59,99",28
4,"13,28,58,89",28
4,"13,28,58,90",28
4,"13,28,58,91",28
4,"13,28,58,92",28
4,"13,28,58,93",28
4,"13,28,58,94",28
4,"13,28,58,95",28
4,"13,28,58,96",28
4,"13,28,58,97",28
4,"13,28,58,98",28
4,"13,28,58,99",28
4,"13,29,57,86",28
4,"13,29,57,87",28
4,"13,29,57,88",28
4,"13,29,57,89",28
4,"13,29,57,90",28
4,"13,29,57,91",28
4,"13,29,57,92",28
4,"13,29,57,93",28
4,"13,29,57,94",28
4,"13,29,57,95",28
4,"13,29,57,96",28
4,"13,29,57,97",28
4,"13,29,57,98",28
4,"13,29,57,99",28
4,"13,30,56,83",28
4,"13,30,56,84",28
4,"13,30,56,85",28
4,"13,30,56,86",28
4,"13,30,56,87",28
4,"13,30,56,88",28
4,"13,30,56,89",28
4,"13,30,56,90",28
4,"13,30,56,91",28
4,"13,30,56,92",28
4,"13,30,56,93",28
4,"13,30,56,94",28
4,"13,30,56,95",28
4,"13,30,56,96",28
4,"13,30,56,97",28
4,"13,30,56,98",28
4,"13,30,56,99",28
4,"13,31,55,80",28
4,"13,31,55,81",28
4,"13,31,55,82",28
4,"13,31,55,83",28
4,"13,31,55,84",28
4,"13,31,55,85",28
4,"13,31,55,86",28
4,"13,31,55,87",28
4,"13,31,55,88",28
4,"13,31,55,89",28
4,"13,31,55,90",28
4,"13,31,55,91",28
4,"13,31,55,92",28
4,"13,31,55,93",28
4,"13,31,55,94",28
4,"13,31,55,95",28
4,"13,31,55,96",28
4,"13,31,55,97",28
4,"13,31,55,98",28
4,"13,31,55,99",28
4,"13,32,54,77",28
4,"13,32,54,78",28
4,"13,32,54,79",28
4,"13,32,54,80",28
4,"13,32,54,81",28
4,"13,32,54,82",28
4,"13,32,54,83",28
4,"13,32,54,84",28
4,"13,32,54,85",28
4,"13,32,54,86",28
4,"13,32,54,87",28
4,"13,32,54,88",28
4,"13,32,54,89",28
4,"13,32,54,90",28
4,"13,32,54,91",28
4,"13,32,54,92",28
4,"13,32,54,93",28
4,"13,32,54,94",28
4,"13,32,54,95",28
4,"13,32,54,96",28
4,"13,32,54,97",28
4,"13,32,54,98",28
4,"13,32,54,99",28
4,"14,29,57,86",28
4,"14,29,57,87",28
4,"14,29,57,88",28
4,"14,29,57,89",28
4,"14,29,57,90",28
4,"14,29,57,91",28
4,"14,29,57,92",28
4,"14,29,57,93",28
4,"14,29,57,94",28
4,"14,29,57,95",28
4,"14,29,57,96",28
4,"14,29,57,97",28
4,"14,29,57,98",28
4,"14,29,57,99",28
4,"14,30,56,83",28
4,"14,30,56,84",28
4,"14,30,56,85",28
4,"14,30,56,86",28
4,"14,30,56,87",28
4,"14,30,56,88",28
4,"14,30,56,89",28
4,"14,30,56,90",28
4,"14,30,56,91",28
4,"14,30,56,92",28
4,"14,30,56,93",28
4,"14,30,56,94",28
4,"14,30,56,95",28
4,"14,30,56,96",28
